,Categories,year,Title,link
124,Instruments/Control,2022,VEHICLE DATA GENERATION SERVER AND VEHICLE CONTROL DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=DE112022004320T5
125,Mechanical engineering/Textile and paper machines,2022,Angled printing,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=DE112022004395T5
126,Mechanical engineering/Transport,2023,"VEHICLE, AND METHOD FOR FILLING A FUEL STORAGE UNIT OF SUCH A VEHICLE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=DE112023000120T1
127,Chemistry/Chemical engineering,2011,"NEW STORAGE, COLLECTION OR ISOLATION DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2593768B1
128,Instruments/Measurement,2011,"NEW STORAGE, COLLECTION OR ISOLATION DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2593768B1
129,Chemistry/Basic materials chemistry ,2012,"SLIPPERY SURFACES WITH HIGH PRESSURE STABILITY, OPTICAL TRANSPARENCY, AND SELF-HEALING CHARACTERISTICS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665782B1
130,Chemistry/Chemical engineering,2012,"SLIPPERY SURFACES WITH HIGH PRESSURE STABILITY, OPTICAL TRANSPARENCY, AND SELF-HEALING CHARACTERISTICS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665782B1
131,"Chemistry/Surface technology, coating",2012,"SLIPPERY SURFACES WITH HIGH PRESSURE STABILITY, OPTICAL TRANSPARENCY, AND SELF-HEALING CHARACTERISTICS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665782B1
132,Instruments/Medical technology,2012,"SLIPPERY SURFACES WITH HIGH PRESSURE STABILITY, OPTICAL TRANSPARENCY, AND SELF-HEALING CHARACTERISTICS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665782B1
133,Mechanical engineering/Mechanical elements,2012,"SLIPPERY SURFACES WITH HIGH PRESSURE STABILITY, OPTICAL TRANSPARENCY, AND SELF-HEALING CHARACTERISTICS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665782B1
134,Chemistry/Basic materials chemistry ,2012,SLIPPERY LIQUID-INFUSED POROUS SURFACES AND BIOLOGICAL APPLICATIONS THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665783B1
135,Chemistry/Chemical engineering,2012,SLIPPERY LIQUID-INFUSED POROUS SURFACES AND BIOLOGICAL APPLICATIONS THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665783B1
136,"Chemistry/Surface technology, coating",2012,SLIPPERY LIQUID-INFUSED POROUS SURFACES AND BIOLOGICAL APPLICATIONS THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665783B1
137,Instruments/Medical technology,2012,SLIPPERY LIQUID-INFUSED POROUS SURFACES AND BIOLOGICAL APPLICATIONS THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665783B1
138,Mechanical engineering/Mechanical elements,2012,SLIPPERY LIQUID-INFUSED POROUS SURFACES AND BIOLOGICAL APPLICATIONS THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2665783B1
139,Instruments/Medical technology,2013,"DEVICE FOR COVERING A CATHETER ACCESS TO A HUMAN OR ANIMAL BODY, IN PARTICULAR A CENTRAL VENOUS CATHETER ACCESS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2804655B1
140,Chemistry/Basic materials chemistry ,2013,SLIPPERY SELF-LUBRICATING POLYMER SURFACES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2872572B1
141,Chemistry/Chemical engineering,2013,SLIPPERY SELF-LUBRICATING POLYMER SURFACES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2872572B1
142,"Chemistry/Surface technology, coating",2013,SLIPPERY SELF-LUBRICATING POLYMER SURFACES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2872572B1
143,Instruments/Medical technology,2013,SLIPPERY SELF-LUBRICATING POLYMER SURFACES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP2872572B1
144,"Electrical engineering/Electrical machinery, apparatus, energy",2016,SURGICAL APPARATUS CONFIGURED TO ASSESS WHETHER A PERFORMANCE PARAMETER OF THE SURGICAL APPARATUS IS WITHIN AN ACCEPTABLE PERFORMANCE BAND,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3061409B1
145,Instruments/Medical technology,2016,SURGICAL APPARATUS CONFIGURED TO ASSESS WHETHER A PERFORMANCE PARAMETER OF THE SURGICAL APPARATUS IS WITHIN AN ACCEPTABLE PERFORMANCE BAND,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3061409B1
146,"Electrical engineering/Electrical machinery, apparatus, energy",2014,VARIABLE MAGNETIZATION MACHINE CONTROLLER,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3186882B1
147,Chemistry/Chemical engineering,2015,SYSTEMS AND METHODS FOR DETECTION AND QUANTIFICATION OF ANALYTES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3191849B1
148,Instruments/Measurement,2015,SYSTEMS AND METHODS FOR DETECTION AND QUANTIFICATION OF ANALYTES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3191849B1
149,Instruments/Medical technology,2015,TRANSCATHETER PROSTHETIC HEART VALVE AND DELIVERY SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3223751B1
150,Mechanical engineering/Transport,2015,DRIVER ASSISTANCE DEVICE FOR A MOTOR VEHICLE AND METHOD FOR OPERATING SUCH A DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3233603B1
151,Mechanical engineering/Other special machines,2015,METHOD FOR CONTROLLING A STEP OF A PROCESS AUTOMATICALLY CARRIED OUT USING A MACHINE AND A METHOD FOR PRODUCING A PARTICLE FARM PART,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3234704B1
152,Mechanical engineering/Other special machines,2018,GRASS MANAGEMENT SYSTEM AND A METHOD FOR OPERATING A FORMING MACHINE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3417698B1
153,"Mechanical engineering/Engines, pumps, turbines",2016,SCREW COMPRESSOR AND REFRIGERATION CYCLE DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3425202B1
154,Mechanical engineering/Thermal processes and apparatus,2016,SCREW COMPRESSOR AND REFRIGERATION CYCLE DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3425202B1
155,Instruments/Medical technology,2017,ELASTOMERIC ABSORBENT ARTICLES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3429530B1
156,"Mechanical engineering/Engines, pumps, turbines",2019,RANKINE CYCLE POWERED BY BLEED HEAT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3540195B1
157,Chemistry/Chemical engineering,2018,CONDITIONING OF PACKED CHROMATOGRAPHY COLUMNS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3572137B1
158,Instruments/Measurement,2018,CONDITIONING OF PACKED CHROMATOGRAPHY COLUMNS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3572137B1
159,Chemistry/Basic materials chemistry ,2018,MULTI-ARM BLOCK-COPOLYMERS FOR MULTIFUNCTIONAL SELF-ASSEMBLED SYSTEMS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3577179B1
160,"Chemistry/Macromolecular chemistry, polymers",2018,MULTI-ARM BLOCK-COPOLYMERS FOR MULTIFUNCTIONAL SELF-ASSEMBLED SYSTEMS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3577179B1
161,"Mechanical engineering/Engines, pumps, turbines",2018,INTERNAL COMBUSTION ENGINE AND GENERATOR FOR ELECTRICAL POWER SUPPLY,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3596323B1
162,Instruments/Medical technology,2018,THERMOTHERAPY DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3607927B1
163,Electrical engineering/Digital communication,2017,UPLINK ACCESS REQUEST PROCESS ACCORDING TO AN ACCESS CATEGORY SELF-DETERMINED BY AN ACCESS STRATUM ENTITY OF A USER EQUIPMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3624536B1
164,Electrical engineering/Audio-visual technology,2015,TECHNIQUES FOR DUAL MODULATION WITH LIGHT CONVERSION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3633663B1
165,Electrical engineering/Telecommunications,2018,DIRECT RADIATION WIRELESS DIGITAL COMMUNICATION SYSTEM AND METHOD BASED ON DIGITAL CODING METAMATERIAL,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3675283B1
166,"Electrical engineering/Electrical machinery, apparatus, energy",2018,SELF-HEALING FLEXIBLE ELECTROPHORETIC DISPLAYS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3685222B1
167,Instruments/Optics,2018,SELF-HEALING FLEXIBLE ELECTROPHORETIC DISPLAYS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3685222B1
168,Electrical engineering/Computer technology,2018,ATTENTION-BASED DECODER-ONLY SEQUENCE TRANSDUCTION NEURAL NETWORKS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3688672B1
169,Electrical engineering/Computer technology,2020,METHOD AND DEVICE FOR LOCALIZATION OF AUTONOMOUS VEHICLE FOR ROUTE PLANNING BY USING ATTENTION-DRIVEN LANDMARK DETECTION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3690397B1
170,Instruments/Measurement,2020,METHOD AND DEVICE FOR LOCALIZATION OF AUTONOMOUS VEHICLE FOR ROUTE PLANNING BY USING ATTENTION-DRIVEN LANDMARK DETECTION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3690397B1
171,Electrical engineering/Digital communication,2018,POWER ADJUSTMENTS FOR SELF-ORGANIZING NETWORKS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3711335B1
172,Chemistry/Pharmaceuticals,2018,TRANSDERMAL THERPEUTIC SYSTE BASED ON ADHESIVE PLASTICIZER-POLYMER-MATRICES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3713549B1
173,Electrical engineering/Audio-visual technology,2018,LENS CURVATURE VARIATION APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3721281B1
174,Instruments/Optics,2018,LENS CURVATURE VARIATION APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3721281B1
175,Instruments/Medical technology,2019,"BRAIN ACTIVITY TRAINING DEVICE, BRAIN ACTIVITY TRAINING METHOD, AND BRAIN ACTIVITY TRAINING PROGRAM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3763288B1
176,Electrical engineering/Audio-visual technology,2018,"DISPLAY PANEL, DISPLAY DEVICE, AND TEST METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3786931B1
177,Mechanical engineering/Machine tools,2019,ROLLING MILL AND SETTING METHOD FOR ROLLING MILL,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3797889B1
178,Electrical engineering/Digital communication,2020,"METHOD FOR INVOKING A TELEOPERATED DRIVING SESSION, APPARATUS FOR PERFORMING THE STEPS OF THE METHOD, VEHICLE AND COMPUTER PROGRAM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3869843B1
179,Instruments/Control,2020,"METHOD FOR INVOKING A TELEOPERATED DRIVING SESSION, APPARATUS FOR PERFORMING THE STEPS OF THE METHOD, VEHICLE AND COMPUTER PROGRAM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3869843B1
